Melody ID,Year,BPM,Tonic,Mode,Length (seconds),Length (notes),Onset Density,Contour Score,Tonality,Melody Range,nPVI,STM IC,Syncopation Score,Pitch STD
195203_1,1952,70,C,Major,56.39822368541667,50,0.8865527446200206,3.857142857142857,0.6361869823631012,13,33.30193615907901,4.958914,2.2591949,4.230791888051219
195203_2,1952,70,C,Major,54.70536626041667,72,1.3161414486698586,3.3380281690140845,0.9048262275493012,15,27.574334898278565,3.8428879,1.697503,4.295418173350602
195204_1,1952,102,F,Major,28.235280000000003,32,1.1333339000002831,2.677419354838709,0.8887356016754449,14,75.14592933947768,5.4190636,2.197989,3.8196653976493806
195204_2,1952,102,F,Major,25.78410935058594,17,0.6593208153460487,3.0625,0.71600298395731,9,93.64898989898992,5.5983677,6.0399075,2.823529411764706
195205_1,1952,83,Ab,Major,13.4234375,14,1.042951926434641,1.3076923076923077,0.527479883082603,7,86.08058608058609,5.7234073,2.0319097,1.889822365046136
195205_2,1952,83,Ab,Major,37.4234375,42,1.122291344829026,2.1463414634146343,0.8999791762694886,12,85.1335656213705,4.5229774,1.3668008,3.4448193051815466
195301_1,1953,109,B,Minor,21.581588589583333,24,1.1120590080928494,3.4347826086956523,0.8471976981079703,12,56.81159420289856,5.9232078,2.2603815,3.794870441354575
195301_2,1953,109,B,Minor,21.581588589583333,32,1.4827453441237992,1.7419354838709675,0.5876046731386616,8,34.83870967741935,4.5609703,1.6422485,2.431683765932569
195301_3,1953,109,B,Minor,22.373254939583333,32,1.4302791474201093,3.612903225806452,0.7484227784358997,20,52.31005553586198,5.64996,2.5133796,6.21482288062178
195302_1,1953,97,E,Major,15.463925,22,1.4226659790447769,1.5238095238095235,0.5182476890773071,5,74.69387755102042,3.809467,4.1552334,1.3275528969554757
195302_2,1953,97,E,Major,12.989697,14,1.0777772568521036,1.3076923076923077,0.6709634171840316,5,72.41536241536241,5.165985,4.66866,1.7083229633001997
195302_3,1953,97,E,Major,45.154661,64,1.4173509131205746,2.031746031746032,0.7323718842726018,17,53.31317712270093,4.1116495,2.4716744,3.863769006747168
195303_1,1953,126,G,Major,22.7846994375,35,1.536118573607144,3.5294117647058822,0.8831683880842595,12,50.52966641201935,4.262281,2.8929195,3.3336870560619665
195303_2,1953,126,G,Major,22.7846994375,36,1.5800076757102053,3.2857142857142856,0.8649948678880696,12,47.31972789115646,3.967732,2.337571,3.1830715424640466
195304_1,1953,83,D,Major,22.986459575,22,0.9570851887050554,2.7142857142857144,0.8853273945410143,14,51.00529100529101,5.8124804,2.0755615,4.2093952373782635
195304_2,1953,83,D,Major,22.986459575,22,0.9570851887050554,2.761904761904762,0.791881564169698,14,51.00529100529101,5.1055756,1.9860193,4.759505495530337
195304_3,1953,83,D,Major,22.986459575,22,0.9570851887050554,2.0,0.8806580561359563,12,66.87830687830689,5.5704684,2.539595,3.722002926533504
195305_1,1953,98,E,Major,37.95918999999999,48,1.2645159182796053,3.3404255319148937,0.910522728308652,14,66.90952073930796,3.3723185,2.2205713,3.6721077053920954
195305_2,1953,98,E,Major,33.061229999999995,44,1.330863975720202,2.046511627906977,0.7387245453586015,16,69.05786673525925,4.6406054,3.5915787,3.5816191684444334
195401_1,1954,84,Ab,Major,21.785723000000004,31,1.4229502504920306,2.066666666666667,0.7611908586392038,8,79.0800865800866,4.9656944,4.9992666,2.4567010018915836
195401_2,1954,84,Ab,Major,22.857152000000003,41,1.7937492825002868,1.0,0.8033019438296811,11,65.88397573201293,4.1871963,4.683476,2.7183908877204184
195401_3,1954,84,Ab,Major,21.9642945,34,1.5479668604880523,2.272727272727273,0.7813766234067612,10,75.24908490052026,5.078993,4.9375653,3.1617305059709855
195402_1,1954,75,Db,Minor,24.6,32,1.3008130081300813,4.096774193548387,0.7052468580661562,12,78.52022529441884,5.132801,2.1888316,2.9764702249476644
195402_2,1954,75,Db,Minor,39.2,59,1.5051020408163265,3.1206896551724137,0.8344590449550782,15,76.28352490421457,5.0850945,3.3757112,3.7709483832689807
195403_1,1954,88,G,Minor,39.265297410416665,45,1.146050150331014,2.386363636363636,0.6198443645462832,12,70.88744588744585,4.7609763,2.1256151,3.1874754901018454
195403_2,1954,88,G,Minor,17.931953410416668,23,1.2826265757884083,2.5,0.707422728640171,8,66.45021645021644,4.8514647,2.2651932,2.5179882148817843
195403_3,1954,88,G,Minor,31.248626735416668,40,1.2800562513892706,1.1538461538461535,0.6399600976907426,12,53.21937321937323,4.138505,2.4502635,3.073983571849401
195404_1,1954,130,D,Minor,12.461499000000002,38,3.049392372458562,1.8108108108108107,0.8168895929930602,12,77.03562851452108,3.9392555,2.0176208,2.309950773539836
195404_2,1954,130,D,Minor,11.384729573242188,34,2.9864565320823293,2.090909090909091,0.6852201299863008,12,73.00349866140388,4.14747,2.2068388,2.419642800141545
195404_3,1954,130,D,Minor,16.46163657324219,29,1.7616717433270566,3.0357142857142856,0.795909679912403,12,52.591299677765846,4.5362673,3.6490383,4.059017646775769
195405_1,1954,108,A,Major,22.59279151171875,54,2.3901428901333643,2.358490566037736,0.8943043750505852,12,76.81940700808624,3.163501,1.8011324,3.1107252847177245
195405_2,1954,108,A,Major,16.111124,28,1.7379296441390433,1.0740740740740742,0.7688372143436037,7,62.68077601410934,3.7169528,3.9750876,2.4833630094560672
195501_1,1955,118,Eb,Major,18.135773852539064,34,1.8747476824784013,2.575757575757576,0.8035829656219722,16,57.77376515344431,4.695446,2.3612523,3.4446940292306514
195501_2,1955,118,Eb,Major,16.5254375,53,3.2071768145321418,0.6923076923076923,0.7132785193183273,12,41.28205128205129,2.7578843,0.72970015,2.806568098710956
195501_3,1955,118,Eb,Major,16.440526147460936,59,3.5886929329881525,3.2241379310344827,0.7584405520137285,11,32.29885057471263,2.8842857,1.0672007,3.180304224632927
195501_4,1955,118,Eb,Major,16.2712,30,1.843748463542947,1.6896551724137931,0.52750586643207,13,30.156684463001827,4.20036,1.6540599,3.6192387167592153
195502_1,1955,166,A,Major,15.143834387499998,38,2.5092720263347505,2.72972972972973,0.8350188111207673,10,7.207207207207207,4.4380403,1.4777639,2.6862737168789153
195503_1,1955,100,Ab,Major,40.2,106,2.63681592039801,2.5047619047619047,0.7811585798481111,13,34.15873015873017,2.342304,1.1224874,4.410818765117344
195504_1,1955,108,D,Minor,35.555584,32,0.8999992800005759,4.064516129032258,0.7359757950133642,13,64.08602150537635,3.9270742,1.0255927,3.5355339059327378
195504_2,1955,108,D,Minor,35.555584,36,1.012499190000648,3.0285714285714285,0.7070707094238384,27,70.71655328798185,5.838041,3.1205952,6.254566233195719
195505_1,1955,93,G,Major,40.41799256458333,33,0.8164680605368951,2.84375,0.8555962055909385,15,73.80456349206348,3.614223,2.8868465,3.179075296825066
195505_2,1955,93,G,Major,12.772843714583331,14,1.0960754169422404,4.384615384615385,0.8459139420204911,15,67.69230769230768,5.415958,2.3145335,4.421653583012047
195601_1,1956,94,E,Major,17.432400864583332,54,3.097680028096962,2.3773584905660377,0.8363238526107708,27,7.547169811320755,3.7040377,1.5007012,6.235903169565098
195602_1,1956,85,D,Major,11.353050389648438,24,2.1139693013150795,1.2608695652173914,0.5658522075718951,5,24.92753623188406,3.1276886,2.9725997,1.632461502013311
195602_2,1956,85,D,Major,4.823641889648438,8,1.65849791154025,2.571428571428572,0.5833119990487372,7,73.26530612244898,5.510296,3.8232727,1.964529205687714
195602_3,1956,85,D,Major,7.49999625,17,2.2666678000005667,2.25,0.7528588779926871,14,45.65476190476191,4.3876123,3.4280732,4.751980100851932
195603_1,1956,80,C,Major,44.8484375,49,1.0925687210396124,2.8125,0.7834249519890689,17,57.03042328042328,4.727898,2.3691964,3.2744769175725024
195604_1,1956,109,Bb,Major,23.669737,37,1.5631774869319417,2.555555555555556,0.821575633833795,13,56.77711177711176,4.4666066,4.281102,3.44549546605044
195604_2,1956,109,Bb,Major,35.504605500000004,42,1.1829451252457936,2.902439024390244,0.6744342669272614,12,100.82737331132712,3.9714909,3.070476,3.4559095268245046
195604_3,1956,109,Bb,Major,17.614688,18,1.0218744720315227,2.235294117647059,0.4908449430759749,10,105.10657799676191,4.6241183,4.9733005,3.2317865716108862
195604_4,1956,109,Bb,Major,29.90809314746094,36,1.2036875712036572,2.5428571428571427,0.8561419131983479,16,87.43751712754863,5.1847615,3.639662,4.587540156920484
195605_1,1956,138,B,Major,28.56433730208333,36,1.2603128026139905,2.1142857142857143,0.8503738112031413,17,43.80457637600495,4.406648,1.8640205,4.4056466292954335
195605_2,1956,138,B,Major,17.303457602083334,37,2.1383009598928484,2.2222222222222223,0.7963850260985033,12,41.1463844797178,3.2581463,1.9244775,2.9487960425915367
195701_1,1957,74,Bb,Major,19.054035,47,2.4666691333358,1.9782608695652173,0.8562186598835859,9,43.89233954451346,2.805718,2.3515027,2.4122443054978846
195701_2,1957,74,Bb,Major,13.9864725,38,2.716910929471316,1.4054054054054057,0.7539777327570066,13,37.83783783783783,3.9795296,2.3126419,2.6903953513962224
195702_1,1957,89,Eb,Major,41.123516,40,0.9726794761420692,3.1538461538461537,0.6295766586061639,14,93.71184371184373,4.1536093,3.3491771,4.863126566315131
195702_2,1957,89,Eb,Major,22.584226,22,0.9741312365542216,2.761904761904762,0.6648155234807169,12,97.6663812378098,5.649159,3.9151444,2.712078889122963
195702_3,1957,89,Eb,Major,21.91007,20,0.9128222776102496,2.8947368421052637,0.7432107602067058,14,88.11118705855547,6.0387144,2.797641,4.856696408053524
195703_1,1957,153,F#,Major,40.71488353125,59,1.4491015295356444,2.0172413793103448,0.6710494726513085,15,11.773399014778326,3.2561102,2.7472107,3.2579428055648996
195704_1,1957,107,C,Major,25.794408,55,2.132245097464536,1.037037037037037,0.789471909926851,11,67.89802789802786,2.4038668,1.7352319,2.080686472861086
195704_2,1957,107,C,Major,26.58898353515625,27,1.0154581488344712,2.3461538461538463,0.641297992922873,14,92.51931075460486,4.4856806,4.0557384,3.643962629999657
195705_1,1957,88,G,Major,42.272716,96,2.2709683475270435,2.9157894736842107,0.9605723573328016,27,37.95822890559732,4.589356,2.723131,5.962547679171118
195705_2,1957,88,G,Major,22.727044720703123,43,1.892018981281332,1.3571428571428572,0.6764456179799436,15,88.86621315192747,3.0481474,1.8038486,5.489652984153469
195705_3,1957,88,G,Major,44.31817,82,1.8502569036582517,2.246913580246914,0.7112662902827236,21,60.60356652949249,3.5794306,2.7901917,4.516165030135304
195705_4,1957,88,G,Major,14.999995999999998,30,2.000000533333476,2.896551724137931,0.877059287095505,19,32.10031347962383,5.2984667,3.8197284,4.165999946658132
195801_1,1958,128,Bb,Major,19.069715,54,2.8317151042897075,0.7547169811320755,0.5277895876868572,10,59.2458949895676,3.2353504,3.252727,2.054470851608691
195801_2,1958,128,Bb,Major,13.2557775,14,1.056143255271145,2.4615384615384617,0.6116914490573684,9,58.75457875457876,5.1657,4.7558055,2.813959371941744
195801_3,1958,128,Bb,Major,7.6743975,15,1.954550829560236,1.7142857142857142,0.6334259461967273,5,60.95238095238095,4.4083757,3.9581587,1.499629583893599
195801_4,1958,128,Bb,Major,20.930175,51,2.436673367518428,1.92,0.5540119326933819,7,49.37142857142859,3.2240217,3.6375241,1.8219474478929152
195802b_1,1958,156,E,Major,13.07691,51,3.9000039000039,2.04,0.7809672598004561,12,16.0,3.6886284,1.1207561,2.554293187369736
195802a_1,1958,104,D,Minor,4.3269225,8,1.84888913540744,3.571428571428572,0.6864179842531003,14,32.38095238095238,5.971303,2.588748,4.985917668794783
195802b_2,1958,156,E,Major,21.923055,57,2.6000026000026004,1.75,0.5019618684080941,6,24.795918367346943,2.9280858,2.3937352,1.811185790407648
195802a_2,1958,104,D,Minor,16.153844000000003,29,1.795238334603206,1.1785714285714286,0.7111486925018168,9,44.44444444444444,4.087495,1.8304136,2.129013660749397
195802a_3,1958,104,D,Minor,4.615384000000001,5,1.083333477777797,2.0,0.7004000932009501,4,76.66666666666666,4.952751,3.4441676,1.4966629547095764
195802a_4,1958,104,D,Minor,17.30769,31,1.7911113499259577,0.8666666666666667,0.555706345271196,7,58.76450782333135,3.8252954,2.209781,1.656821424309194
195803b_1,1958,164,C,Major,11.7987915,30,2.5426332857903287,1.4482758620689655,0.7635173559022991,8,49.32676518883415,3.8067863,3.6852744,2.641758673476608
195803a_1,1958,67,D,Major,17.014918,13,0.764035418801313,3.6666666666666665,0.832102725534165,17,47.40740740740741,5.878726,4.8736362,5.289265673129565
195803b_2,1958,164,C,Major,4.664638500000001,12,2.572546618564332,3.1818181818181817,0.7953839565192898,14,27.27272727272727,5.3015447,2.0490534,4.621056877670591
195803a_2,1958,67,D,Major,11.641786,16,1.374359569914788,3.2666666666666666,0.7846849999363639,16,56.88888888888888,5.721159,3.21365,3.815572532399299
195803a_3,1958,67,D,Major,22.38805,14,0.6253336043112285,2.769230769230769,0.8043467656532438,12,56.4102564102564,5.6398396,4.01186,3.103651568914348
195803b_3,1958,164,C,Major,11.0670835,28,2.530025186852525,1.4074074074074074,0.5733575878178808,8,26.31393298059964,3.8592439,2.7282236,2.56646346046024
195803a_4,1958,67,D,Major,26.417899,26,0.9841812174389796,2.16,0.7571917937080833,18,43.46666666666666,5.003146,3.3753862,4.411691030826988
195804_1,1958,139,G,Major,10.35972,39,3.764580509897951,1.947368421052632,0.7988141077814761,7,19.82456140350877,2.8429253,1.8799546,2.2385658036632976
195804_2,1958,139,G,Major,13.165477499999998,52,3.9497238136634247,1.96078431372549,0.8232976912677163,9,25.620915032679743,2.7803662,1.6681075,2.5410825629475275
195804_3,1958,139,G,Major,12.3021675,49,3.9830379483940535,1.875,0.5507778923474693,9,15.416666666666668,2.9445274,1.4351736,2.080031396937291
195805_1,1958,137,Db,Major,25.839345,46,1.780230884335497,2.6666666666666665,0.737302033679383,10,56.93121693121695,2.2048843,1.5085975,2.3446032630804807
195805_2,1958,137,Db,Major,54.30642,83,1.5283644180559133,1.8780487804878048,0.6831945932501795,10,39.05815681080165,3.337955,1.8405063,2.8322736171417797
195901_1,1959,89,A,Major,11.79773,54,4.577151706302823,2.30188679245283,0.7718817275111018,19,7.547169811320755,3.164644,1.0425574,3.9604093537988048
195901_2,1959,89,A,Major,11.966269,51,4.261980070814052,1.36,0.7520255891987953,7,18.0,2.2301667,1.2981575,2.775046715873219
195902_1,1959,83,Eb,Major,46.56652831640625,69,1.4817510021611386,1.7205882352941178,0.908319088256336,10,36.07843137254903,3.2501752,3.3687923,2.609259198388928
195902_2,1959,83,Eb,Major,46.626534,88,1.8873373688895685,1.9310344827586208,0.4019292116588637,14,37.39463601532568,4.1630383,3.0990522,2.754691715288844
195902_3,1959,83,Eb,Major,46.626534,82,1.7586552755561886,1.6419753086419753,0.5041351106064935,10,50.11169900058791,4.1011596,3.4482841,2.203945680267664
195902_4,1959,83,Eb,Major,28.91568,41,1.4179158159171772,2.775,0.8374070494867629,11,47.7165071770335,4.7648,3.1861494,2.585365853658536
195903_1,1959,129,F,Major,28.372015,59,2.0795139153845787,2.103448275862069,0.7181570604462011,16,47.47126436781607,4.0059705,2.5248263,3.774374961334705
195903_2,1959,129,F,Major,16.279025,18,1.105717326436933,1.2352941176470589,0.6649474957998809,8,7.84313725490196,5.2224793,3.357854,2.0585563681832117
195903_3,1959,129,F,Major,15.348795,24,1.5636406636481883,1.6521739130434785,0.6605920914644267,14,51.0144927536232,4.8149056,2.9500148,4.2260353760942415
195904_1,1959,115,Bb,Major,12.8205,33,2.574002574002574,1.90625,0.8306828926928562,13,30.83333333333333,4.349373,1.9522855,2.796429574559837
195904_2,1959,115,Bb,Major,13.33332,21,1.5750015750015751,2.3,0.5516286930320143,10,67.38888888888889,5.1503086,4.1420565,2.741302469452239
195904_3,1959,115,Bb,Major,13.076909999999998,14,1.0705893058834235,2.5384615384615383,0.6770364103071547,9,51.28205128205128,5.5879393,4.395937,2.4117061451620185
195905_1,1959,106,C,Major,26.037748,43,1.6514485046863498,1.1428571428571428,0.6249187120623448,6,42.85714285714287,3.3916428,2.1995642,1.723128702590019
196001_1,1960,93,C,Major,40.00002,42,1.0499994750002626,2.756097560975609,0.8353477682018429,9,104.96181325449618,2.741946,1.720873,2.4522653694445204
196001_2,1960,93,C,Major,14.000007,16,1.1428565714288572,3.066666666666667,0.751235390253917,12,52.25396825396825,5.925956,2.2770324,3.4798527267687636
196001_3,1960,93,C,Major,28.3333475,30,1.0588230000002643,2.655172413793104,0.8880632077351747,21,93.33681644026468,3.721305,1.3950502,5.037194986630291
196001_4,1960,93,C,Major,42.000021,47,1.1190470595240891,2.5434782608695654,0.8400365871666324,13,98.76027354288225,2.9895837,1.2380115,3.2542760114245493
196001_5,1960,93,C,Major,16.3333415,49,2.9999985000007503,3.333333333333333,0.8746188304891561,20,0.0,2.186026,0.28307316,5.774897205516076
196002_1,1960,81,Db,Major,35.37038275,48,1.3570675878535694,2.4680851063829787,0.8089831732687912,16,75.30898164116356,4.3187003,4.1550937,3.4820347459814673
196002_2,1960,81,Db,Major,19.07408075,32,1.6776693157283609,2.096774193548387,0.6457281412542693,15,78.1464413722478,4.1241302,4.573952,3.1118473211261506
196003_1,1960,120,G,Major,32.0,43,1.34375,2.3095238095238093,0.8329076648405122,12,61.84429327286472,3.1006818,2.5065255,2.7651935365818288
196003_2,1960,120,G,Major,16.0,32,2.0,1.4838709677419355,0.7281720583780817,7,37.84946236559139,2.674935,1.635922,1.8368515012106994
196004_1,1960,120,F,Minor,32.5,61,1.876923076923077,2.816666666666667,0.8227710546999356,12,26.22222222222221,3.532123,1.9588295,3.0807461829572116
196004_2,1960,120,F,Minor,17.0,30,1.7647058823529411,1.6551724137931034,0.8598765451896375,12,74.78230581678856,3.6226296,3.3574514,2.911471563774352
196005_1,1960,102,C,Major,17.64705,30,1.700000850000425,2.4482758620689653,0.8821062033371544,10,64.36781609195401,4.1774154,3.330878,3.2264531609803355
196005_2,1960,102,C,Major,18.529402500000003,32,1.726984990476622,2.129032258064516,0.7042664429255648,10,44.97695852534562,4.730797,2.66488,2.7540807790440716
196101_1,1961,143,C,Major,19.6621425,44,2.237802925088148,2.604651162790698,0.8998737246851171,19,57.08010335917311,5.807357,2.8009965,4.260136186858175
196101_2,1961,143,C,Major,12.97296,46,3.545836879170212,1.8222222222222224,0.7102926607800375,9,25.185185185185176,3.0410018,1.962087,2.3281177644487356
196102_1,1961,112,Bb,Major,33.214268000000004,24,0.7225810305378398,2.9130434782608696,0.705629753051321,14,70.42521170667624,3.959321,4.9334764,4.853406592853679
196102_2,1961,112,Bb,Major,18.214276,22,1.207843781438252,2.0,0.6407455767570873,10,80.4895104895105,5.1243057,3.656417,2.8491698080390577
196102_3,1961,112,Bb,Major,17.8124905,23,1.2912287588307767,1.681818181818182,0.705258016109787,11,89.21510892242598,4.4598927,4.3717723,2.5956194011477045
196103_1,1961,107,C,Major,18.785058,27,1.4373125704482788,1.9230769230769231,0.7353240229326363,9,48.28171828171829,4.2655635,3.9207308,2.7462407276913523
196103_2,1961,107,C,Major,18.785058,25,1.330844972637295,2.25,0.7707682198502441,12,53.56481481481482,5.0514355,3.0723197,3.3475961524652282
196104_1,1961,97,D,Major,29.690736,46,1.549304806724899,1.8888888888888888,0.7511515644937763,10,23.44973544973545,4.070543,2.4731193,2.9296250977916247
196104_2,1961,97,D,Major,40.5154835,56,1.382187627108041,2.4,0.825604265378824,17,56.38095238095239,3.8978798,2.652063,4.41006357259005
196105_1,1961,158,Bb,Minor,22.31013625,39,1.7480843488797608,1.7894736842105263,0.7026051964238673,9,63.049289891395176,3.7722962,2.1692894,2.3817186707144864
196105_2,1961,158,Bb,Minor,34.84178725,75,2.15258762307034,2.527027027027027,0.7212029085685976,21,61.80707298354356,3.4932349,3.0125413,4.740295349448176
196201_1,1962,71,Eb,Major,54.999978,46,0.8363639709092248,3.755555555555556,0.6981718704060447,16,70.2812249478916,4.7354503,4.0419383,4.342224652621906
196201_2,1962,71,Eb,Major,51.666646,44,0.851613243871104,3.372093023255814,0.745934553203629,31,75.35463040970998,5.2063694,4.404577,8.50923173931633
196201_3,1962,71,Eb,Major,50.833313,47,0.9245905337706398,2.782608695652174,0.720344734513532,25,70.38256216644962,4.5097704,4.1159673,5.8925031592026516
196201_4,1962,71,Eb,Major,29.999988,22,0.733333626666784,4.047619047619048,0.7839201884210305,16,74.40667495068203,5.766503,3.8067107,4.183053177321264
196202_1,1962,79,F,Major,47.088628,51,1.0830640468012789,2.56,0.8375518479075756,21,40.0,4.554196,2.6521902,4.809480577126896
196202_2,1962,79,F,Major,48.607616,55,1.1315099263456985,2.537037037037037,0.9355861056242198,16,51.96942974720752,3.9514346,3.1172452,4.120338588349824
196203_1,1962,125,D,Major,15.12,45,2.9761904761904763,2.386363636363636,0.7612427350171805,12,16.666666666666664,4.285616,1.4661472,2.839405258539581
196203_2,1962,125,D,Major,15.36,46,2.994791666666667,1.7555555555555555,0.7687850552698569,12,22.07407407407407,3.8829963,1.6775178,3.0660652543067797
196204_1,1962,102,F,Major,19.120889,22,1.150574118180384,1.9047619047619049,0.6524481222125568,8,52.69841269841269,4.8461456,3.6491683,2.269087995336125
196204_2,1962,102,F,Major,19.78023,24,1.2133327064447683,2.782608695652174,0.8109831014463913,12,57.68115942028984,5.7319813,2.7485466,2.9297326385411577
196204_3,1962,102,F,Major,18.7912185,25,1.3304086693473338,1.8333333333333333,0.7327996914697306,10,38.84920634920635,4.6234016,4.4191003,2.8357714999625765
196205_1,1962,94,C,Major,21.702132,34,1.5666663533333958,7.333333333333333,0.488975237425128,31,53.75809375809376,5.444907,2.0204434,8.589041058091285
196205_2,1962,94,C,Major,22.34043,33,1.4771425617143448,4.21875,0.474114410014853,24,61.47970085470086,5.095419,2.3165016,7.0902615606958905
196205_3,1962,94,C,Major,17.021487779296876,22,1.2924839641079116,1.619047619047619,0.5727557831780878,10,67.12018140589569,4.0444884,2.988824,2.1513017393089515
196205_4,1962,94,C,Major,22.127871779296875,32,1.4461399776339818,7.903225806451613,0.8905176960077572,34,45.21761392729133,5.616602,2.2455847,8.996472833144109
196205_5,1962,94,C,Major,22.76616977929688,34,1.4934440149400516,10.848484848484848,0.874848510406477,34,38.840788840788846,5.578098,2.0755348,9.718886119553222
196301_1,1963,159,Eb,Major,17.358468000000002,47,2.7076122155480538,1.5,0.7442602737629997,10,32.463768115942024,3.3026805,1.840496,2.3348095095538572
196301_2,1963,159,Eb,Major,4.905654,13,2.6500034450044785,1.3333333333333333,0.763396938872634,10,26.666666666666668,4.991099,2.8092604,3.5216994283875684
196301_3,1963,159,Eb,Major,4.528296,12,2.6500034450044785,2.363636363636364,0.7254401490679655,19,28.484848484848484,6.123446,2.9011352,6.295942255841368
196302_1,1963,94,Bb,Major,21.6,33,1.527777777777778,2.53125,0.7632169336136669,14,71.09938672438672,5.1099916,3.123107,3.3765789762870595
196302_2,1963,94,Bb,Major,25.2,36,1.4285714285714286,2.657142857142857,0.6625423863094732,14,72.32653061224492,4.326338,3.0680013,2.8200943421746434
196303_1,1963,117,C,Major,14.61537,40,2.7368448421080003,2.128205128205128,0.8344205244625342,12,63.760683760683776,3.887793,1.6747118,3.278337993557101
196303_2,1963,117,C,Major,14.230754999999998,35,2.4594619189213787,1.911764705882353,0.904948035428604,17,49.43757895314989,4.8938627,1.50394,4.44503850905015
196304_1,1963,144,G,Major,26.250021,56,2.133331626668032,2.6,0.8814465687642665,14,44.52813852813853,3.5733047,2.3998754,3.7742413753208304
196304_2,1963,144,G,Major,25.2083535,52,2.062808267108758,2.392156862745098,0.7668532831756806,10,33.464052287581694,3.6289403,1.7382264,2.488434787634125
196305_1,1963,80,Bb,Major,24.0,24,1.0,2.608695652173913,0.8530091602751741,14,55.54300771692077,5.33129,3.3805332,3.461845606031557
196305_2,1963,80,Bb,Major,22.5,27,1.2,1.7692307692307692,0.6230038411697699,9,59.985066316802325,4.3545666,3.3399227,2.2504381527353052
196305_3,1963,80,Bb,Major,12.0,11,0.9166666666666666,3.0,0.7480622732489979,11,12.0,5.9137115,1.4370719,3.193485103681872
196401_1,1964,131,G,Major,22.90075,47,2.0523345305284764,2.108695652173913,0.9037719192966154,13,50.21818760949196,3.7858996,2.6409652,3.1177292057896513
196401_2,1964,131,G,Major,18.3206,30,1.6375009552088906,1.793103448275862,0.787441287223544,10,46.40973630831643,3.6525931,2.3864353,2.9166190472303146
196402_1,1964,76,G,Major,13.421058,30,2.23529322352977,1.6551724137931034,0.7556845144965892,7,47.81609195402299,3.3137312,2.296244,1.9550504398153574
196402_2,1964,76,G,Major,12.236847,24,1.96128953806483,1.9130434782608696,0.7331820942078845,15,49.61352657004831,4.81795,2.2552805,3.55512150128359
196402_3,1964,76,G,Major,12.236847,24,1.96128953806483,1.608695652173913,0.6104151373646316,12,43.39544513457557,4.2498345,3.0895927,4.422166387140533
196403_1,1964,156,C,Major,23.4375,45,1.92,2.363636363636364,0.931094491702063,16,19.69696969696969,4.9486103,3.3326073,4.259136874248143
196403_2,1964,156,C,Major,22.875,44,1.9234972677595628,2.7209302325581395,0.8203118951891023,16,37.98449612403101,3.9669504,3.300526,4.40246690799977
196404_1,1964,127,A,Major,19.842522,40,2.0158727806878582,1.9743589743589745,0.871859179462956,12,44.672364672364665,3.3352325,2.0222352,3.126899422750914
196404_2,1964,127,A,Major,27.874019,50,1.7937851014595347,0.9387755102040816,0.5843284454956501,9,49.56268221574346,2.842685,1.8658917,2.4
196404_3,1964,127,A,Major,18.89764,19,1.0054165493680691,1.8333333333333333,0.7071549665147109,8,41.763668430335095,3.9242141,3.5065413,1.9706994975630585
196404_4,1964,127,A,Major,43.937013,58,1.3200715305794684,2.280701754385965,0.709746760617163,12,38.39331797780551,4.15943,3.0426285,3.42409625977352
196405_1,1964,144,A,Minor,6.692286500000001,19,2.8390894502200403,0.3888888888888889,0.8270400438237429,5,29.629629629629623,2.9794357,1.9367119,1.6660201885625698
196405_2,1964,144,A,Minor,14.769184,22,1.4895880503621597,1.4761904761904765,0.5421405052180042,10,65.31986531986533,5.432857,2.2194872,2.8371793698776786
196405_3,1964,144,A,Minor,19.6153225,52,2.650988786954688,2.411764705882353,0.8202801235040761,7,44.23902894491132,2.62417,1.2227671,2.7467032417472503
196405_4,1964,144,A,Minor,22.03839175,21,0.9528825986133946,2.25,0.8466680322978547,22,73.55857214680745,5.433493,3.2146592,6.104531605491856
196501_1,1965,141,C,Major,11.489337,23,2.001856155842587,1.318181818181818,0.7995852329862015,5,33.33333333333333,3.9728673,2.1919618,1.4705682195902403
196501_2,1965,141,C,Major,12.340399,20,1.620693139662664,1.4210526315789471,0.8323918838775519,12,15.789473684210526,5.356564,2.0192356,3.2011716605018234
196502_1,1965,128,C,Major,27.65625,54,1.952542372881356,1.849056603773585,0.7232901858716333,7,36.60377358490566,3.4302797,2.4707448,2.326636480283385
196502_2,1965,128,C,Major,14.296875,39,2.727868852459016,1.736842105263158,0.7885283364351041,7,22.28070175438596,3.5750036,1.983818,2.4743257603722704
196503_1,1965,136,D,Major,25.4412929453125,40,1.5722471372025888,2.871794871794872,0.8385887636116092,18,44.387464387464384,4.157874,3.4798546,4.5431266766402185
196503_2,1965,136,D,Major,17.867628,40,2.238685515503233,2.230769230769231,0.7399940209781103,3,11.965811965811964,2.4038155,2.5008492,1.469693845669907
196503_3,1965,136,D,Major,12.573516,21,1.6701772201188594,2.5,0.7530329797321289,8,45.21428571428572,4.604842,3.3851407,2.3799998094475807
196504_1,1965,143,C#,Minor,24.12585,40,1.657972672465426,2.230769230769231,0.7462727649094039,9,60.18722018722019,3.961167,2.9665246,2.493867478435853
196505_1,1965,95,Db,Major,32.842108,51,1.5528844859775748,3.02,0.8638867037338978,17,46.83809523809524,5.0523167,2.7896597,4.490923821495182
