Melody ID,Year,BPM,Tonic,Mode,Length (seconds),Length (notes),Onset Density,Contour Score,Tonality,Melody Range,nPVI,STM IC,Syncopation Score,Pitch STD
195101_1,1951,96,Ab,Major,41.25,38,0.9212121212121211,2.891891891891892,0.8445924054291754,13,69.88614988614991,4.00033,1.9553034,3.390552296506612
195101_2,1951,96,Ab,Major,40.0,31,0.775,2.7666666666666666,0.8055796600237026,13,70.44688644688645,5.266323,3.0536246,3.489839570657683
195102_1,1951,84,F#,Major,45.569958704166666,46,1.0094369472358993,2.2666666666666666,0.6137002452988685,13,83.56613756613754,4.7981215,2.7296844,3.3732098101719763
195102_2,1951,84,F#,Major,45.569958704166666,38,0.8338826955426994,2.5945945945945947,0.8273236614453388,15,96.82968682968684,5.405847,3.22447,3.812067149943541
195103_1,1951,119,B,Minor,32.94895833333333,91,2.7618475546141448,2.3222222222222224,0.8710625443819,14,35.74603174603175,3.726587,1.8090819,3.437260052992722
195103_2,1951,119,B,Minor,34.848958333333336,42,1.2052010162905396,2.317073170731707,0.7770480556873587,19,51.01819589624469,4.5480986,2.2731357,4.083663043748257
195104_1,1951,92,Bb,Minor,23.46128030208333,79,3.3672501663511043,1.6538461538461535,0.7124153719573351,12,30.769230769230777,3.2746196,1.3103033,2.5479852451467724
195104_2,1951,92,Bb,Minor,15.309105302083331,50,3.2660301835663623,1.7551020408163265,0.6493878678881622,11,30.748299319727884,3.836329,1.4470896,2.4738633753705965
195105_1,1951,87,Db,Major,12.739939343750002,22,1.7268528056841044,2.952380952380953,0.7280890644278104,13,65.21541950113378,4.690475,2.80534,3.529099807960304
195105_2,1951,87,Db,Major,10.636491593750003,22,2.0683511857356414,1.9047619047619049,0.6596394127758318,12,29.342403628117918,5.827602,1.6649632,4.0757294129927075
195105_3,1951,87,Db,Major,17.860627718750003,28,1.5676940609766885,3.555555555555556,0.6839214798338212,15,51.85185185185185,4.9929004,1.7885464,4.955928216771901
195201_1,1952,124,D,Major,13.6904625,53,3.871308219134306,3.4038461538461537,0.7270842696190178,27,30.25641025641027,4.0899873,0.8245079,6.937497494378941
195201_2,1952,124,D,Major,30.8333025,41,1.3297310594607892,4.925,0.632555544480206,14,66.55331019555157,3.9796257,4.12618,5.026639326123528
195201_3,1952,124,D,Major,29.52378,45,1.5241950725821694,3.0,0.927052113083222,15,54.620228256591886,5.2571673,2.437171,3.8313843676717574
195202_1,1952,70,Ab,Major,27.255361685416663,29,1.064010829675279,2.7142857142857144,0.7704037383106712,12,47.77777777777778,4.9272227,2.1379972,2.9703248920493834
195202_2,1952,70,Ab,Major,27.255361685416663,29,1.064010829675279,2.107142857142857,0.7093736775910088,12,42.38095238095239,5.1395264,2.1947627,3.382475646359691
195202_3,1952,70,Ab,Major,27.833933210416667,44,1.5808042531169575,1.697674418604651,0.5385374420195822,7,34.26356589147287,3.42006,1.6684848,1.8255532389112
