Year,Tonality,MIC,Pitch STD,MIS,Onset Density,nPVI,RIC
2001,0.7185834859758605,3.0352027937591037,2.7259553510436185,1.9898272255199754,2.6269827329621003,34.41852712114547,1.9080662481157797
2002,0.7090291745602809,2.972186544739496,2.686887273783977,2.0608887155347384,2.6821936219240046,34.86250391131116,1.9568463886386556
2003,0.7008697863485059,2.948027367092437,2.6272910488719274,2.037545950996969,2.788276473722284,33.36296975300373,1.8873935133445379
2004,0.7140976386083124,2.9430761361400557,2.7203185117855293,2.0240994941309083,2.876020859844917,33.47169371031863,1.886843192392157
2005,0.715919597156174,2.9645698285210083,2.713008518283714,1.993955139248325,2.829194101755463,36.01741876887611,1.915404890487395
2006,0.7238007710060754,3.0305162264907053,2.7922371163706785,2.0139321451074776,2.676679418586075,36.06686212467217,1.9716067569722437
2007,0.728587768011682,3.0454558558436466,2.7955600675081294,2.0180818072043074,2.710468408470688,32.344471583217896,1.8459250335604787
2008,0.7394649456053718,3.030150271409257,2.774903171246271,2.0154174463932457,2.596577276433464,32.7918140823496,1.8901127451441895
2009,0.7291023925282638,2.947266077950611,2.6334731489734833,1.9523819235267417,2.5264488350023564,31.727103623224828,1.8467029673998283
2010,0.7368973953081284,2.933789729827361,2.771201355306876,1.9733256336005778,2.5075293012758033,29.38382666775429,1.8272872277919852
2011,0.736178674545366,2.9144756803909977,2.727798389891844,1.8980840765462037,2.5861410512142218,28.052409927823124,1.7564190899738032
2012,0.7362242281496549,2.899927185155704,2.7375725825294364,1.8759170913582306,2.517323954893954,32.216149616592475,1.8665875145620388
2013,0.7374367634718866,2.8050600442650158,2.792547985379256,1.8125876913476588,2.6345469072945575,31.824483359713305,1.8601065642786376
2014,0.734526887234641,2.859112843212384,2.7830171763916254,1.8649400602738833,2.6962907369420015,30.677880766629322,1.8760362748049535
2015,0.722722725923542,2.838219039907062,2.6928687738435406,1.8368830193180556,2.8254489504469986,29.32680017597162,1.8190804572699395
2016,0.7266033729611754,2.8783969255491675,2.722222681304637,1.9164042744221366,2.773090225454548,29.62626234066185,1.83963095095415
2017,0.7243459021180925,2.802801165363409,2.6761404650981513,1.8854838206500204,2.9285635199948694,26.291112610023003,1.716701859313283
2018,0.7166676899045427,2.9092769989891396,2.6963655797211024,1.9291740698526862,2.929852561392516,26.11193780860617,1.7459471270325815
2019,0.7113344816630015,2.883641747690894,2.694714253983812,1.9601699479730237,3.0005428966587626,24.657775927475615,1.7158843954887217
2020,,,,,,,
2021,,,,,,,
