ID,Year,Tonality,MIC,Pitch STD,MIS,Onset Density,nPVI,RIC
1959_05_1,1959,0.6249187120623451,3.3916428,1.723128702590019,1.1428571428571428,1.6514485046863498,42.85714285714287,2.201928
1958_05_1,1958,0.737302033679383,2.2048843,2.3446032630804807,2.6666666666666665,1.780230884335497,56.93121693121695,1.5206385
2019_04_2,2019,0.650861847841906,3.357202,2.641274571290676,2.84,2.442803660724496,31.047619047619047,1.8059171
2018_04_2,2018,0.7904763127649415,2.7280617,3.906651602932016,2.2857142857142856,3.119825639540427,10.714285714285714,1.3902305
2008_05_1,2008,0.7944811387474592,2.8279574,2.780796717672044,2.3278688524590163,1.8240393688006769,45.43784727005559,1.8514965
2009_05_1,2009,0.7010693634321833,3.5230258,1.6983802040113785,1.0,2.285801356136512,32.22222222222222,1.7761313
1998_04_3,1998,0.5697189943998724,2.6286392,2.2744037806704287,2.3684210526315788,1.6632357099265744,45.91478696741854,2.047028
1999_04_3,1999,0.6141259343726007,2.326867,1.892326204974608,1.2465753424657535,2.806896271034511,28.31050228310502,1.3321104
2015_05_4,2015,0.8291209598694418,2.359998,4.203505784580216,1.2857142857142858,3.358600583090379,16.277056277056282,1.445783
2002_03_4,2002,0.6649347379395015,2.2546558,1.4705267694237454,1.4492753623188406,3.907399024976953,24.927536231884044,1.8413657
2014_05_4,2014,0.7126877951749798,1.470386,1.663780661615406,1.8656716417910448,4.3211756139537965,19.30348258706468,1.26793
1995_01_1,1995,0.8181660874733468,2.0539753,2.1505813167606567,1.6031746031746033,2.712403152109132,47.19576719576718,1.2143453
1960_02_1,1960,0.8089831732687912,4.3187003,3.482034745981468,2.4680851063829787,1.3570675878535694,75.30898164116356,4.3622727
1977_04_1,1977,0.710235859979641,5.769315,3.755777861766957,2.6666666666666665,0.8580641729033631,77.21187950798635,3.4999204
1961_02_1,1961,0.7125448919492884,3.959321,4.853406592853679,2.9130434782608696,0.7261189082831712,80.39337474120083,4.2208304
1994_01_1,1994,0.7173131138797697,4.3808074,4.594189369597081,2.1707317073170733,2.829165299236772,40.97560975609756,2.3222125
1976_04_1,1976,0.9815043467950668,4.6130767,3.328994748475853,2.833333333333333,1.852873810268232,51.18518518518517,2.962011
2014_03_2,2014,0.8584544559581953,4.903615,4.077683165720456,2.526315789473684,1.452137157676306,50.526315789473685,2.9677017
2003_05_2,2003,0.4726393395571903,1.7356799,2.2003858101461624,1.9827586206896552,3.139657487802174,21.60919540229884,1.3700567
2015_03_2,2015,0.7141059907548976,1.9654493,1.367250891387532,0.9230769230769232,3.6786894668774246,8.547008547008545,1.095322
2002_05_2,2002,0.731806383657011,3.778911,2.0765776696040104,2.2,1.811282348475681,46.88888888888887,2.2047696
1966_05_2,1966,0.5685372855992397,3.3035204,2.158277847105447,2.2222222222222223,1.5849202620159752,84.51770451770452,3.363242
2018_02_4,2018,0.7766005165796344,3.6688104,2.410834493111125,1.9310344827586208,1.9919148977537044,40.91954022988503,2.6465414
1967_05_2,1967,0.7131365042342155,3.6161594,3.154523800538405,1.9411764705882355,1.696969696969697,61.47525676937442,2.6770627
1970_03_2,1970,0.8376554608344942,3.0488248,3.4552202119116475,2.1904761904761907,2.507716024318266,35.94104308390021,2.2414758
2019_02_4,2019,0.8056588497480077,2.4451091,3.2768204212317453,1.9142857142857144,3.330942492996206,26.09523809523809,1.7005672
2020_01_2,2020,0.6211072229734252,3.5758677,2.22777085064038,2.576923076923077,2.571609017253441,24.358974358974358,1.91131
1982_05_3,1982,0.8212970499656909,4.283045,2.461421083439402,1.8666666666666667,3.799998480000608,35.682539682539684,2.2721643
1997_01a_2,1997,0.827186014230899,3.691854,4.144871879111417,2.3289473684210527,1.466667253333568,52.196969696969695,2.6284804
1994_03_3,1994,0.6734627312162728,3.6876702,2.342732392256613,2.090909090909091,1.8091722180501253,14.47746697746698,1.3919002
2021_01_2,2021,0.7842268328821256,2.5854902,3.0294413334638794,3.24,3.7239718404087134,16.0,1.9589894
2012_04_1,2012,0.6921142260885113,3.5334163,4.024922359499621,2.102564102564102,2.227423316249517,31.96581196581196,1.6750292
2005_02_1,2005,0.6853250093774157,2.080722,1.6091080598760423,1.0416666666666667,3.879458087246288,26.851851851851837,1.5247798
2013_04_1,2013,0.673860377907801,1.4309536,0.5128116404165498,0.24,3.909996481003167,0.0,1.0399683
2004_02_1,2004,0.9216520076669183,3.3734586,4.2433675603323415,2.226086956521739,3.3869643237324736,28.654244306418224,1.6628214
2015_01_1,2015,0.5664621610026684,2.3084772,1.7320508075688772,1.1538461538461535,2.816255391444272,54.70085470085473,2.8186507
2014_01_1,2014,0.7505181266951585,4.3010144,3.4825845376283966,1.4772727272727273,2.07082509437354,34.999999999999986,2.3279867
1953_05_1,1953,0.9113889127016792,5.353995,3.672107705392096,3.260869565217391,1.3111279258588615,71.09354413702238,2.370755
1952_05_1,1952,0.5274798830826029,5.7234073,1.889822365046136,1.3076923076923077,1.042951926434641,86.08058608058609,2.093469
2021_01_3,2021,0.669511055535204,3.095064,2.0999436453413383,1.4,2.233296153223322,37.866666666666674,2.7884269
2008_01_4,2008,0.6169476415010545,1.7639245,2.3273976981494746,1.807692307692308,3.3198505573223827,30.25641025641024,1.0751145
1994_03_2,1994,0.7940162424900605,5.0685925,3.73369902146781,2.380952380952381,1.9165836034360413,47.93650793650793,2.1637514
1983_05_2,1983,0.7645648777751929,3.056999,2.7542189477051977,1.738095238095238,2.0434172708558505,52.41980241980242,2.2557492
1995_03_2,1995,0.7837842447797804,3.099938,2.508118306509158,1.98,2.1806906364832,28.933333333333326,2.044927
2009_01_4,2009,0.674321003036465,3.448077,2.0272492123561494,2.730769230769231,1.831107145746859,30.000000000000004,2.5804737
1982_05_2,1982,0.8757762213765372,2.638336,3.554052191829564,1.843137254901961,2.7830974783103044,37.59103641456583,2.0978353
2020_01_3,2020,0.7485515443116612,2.8664677,2.7794399004565182,2.966666666666667,2.4594341660043395,37.99999999999999,2.5297058
2019_02_5,2019,0.6100914403447534,2.1313148,1.6363068171953572,1.1282051282051282,3.438804250747128,13.33333333333333,1.5761288
1970_03_3,1970,0.852151029120305,2.4488049,3.461907993338724,2.321428571428572,2.318788549667796,44.717326324469184,2.4247377
1967_05_3,1967,0.6934911340772064,3.7885096,2.528746294733667,1.4,2.24,38.66666666666666,2.397295
2002_05_3,2002,0.705278436532677,4.413963,1.9219161830695952,1.5,1.9583779331881777,47.27272727272727,2.1887603
2015_03_3,2015,0.859220654990386,4.0885625,3.365841483030491,2.2758620689655173,2.112443613158763,53.33333333333334,2.2393825
1954_02_2,1954,0.7850621785782488,5.092789,3.7393533630409577,3.0172413793103448,1.477524103677115,74.0055729710902,2.8920963
2003_05_3,2003,0.6347811952634853,3.133475,2.3899564104204547,1.2461538461538462,2.330013172115339,42.24175824175826,1.8345188
2014_03_3,2014,0.6519996791190702,2.5060003,2.1405802516882484,1.76,1.6370426840764067,67.12380952380953,2.4785762
1958_03a_1,1958,0.8321027255341649,5.878726,5.289265673129565,3.6666666666666665,0.764035418801313,47.40740740740741,4.7994614
1999_02_4,1999,0.8726627951888004,3.2374969,4.961998445327101,2.3043478260869565,2.9324337520276207,40.46928916494132,1.9856802
2008_03_6,2008,0.7672441284508178,3.2548208,3.3966439440489826,1.8604651162790695,1.9563999357752069,36.85492801771871,2.074211
2020_03_1,2020,0.6737663937127345,3.2866056,2.947240147968251,2.045045045045045,3.3224067571924887,32.568152568152584,1.9292101
1992_04_1,1992,0.8930735359392031,4.5584016,4.028365904941544,3.1875,1.6,59.37499999999999,1.8261194
1970_01_1,1970,0.8485181226510519,4.961333,4.438638548367126,2.6578947368421053,0.8421052631578947,83.93440312204616,4.623592
1985_02_1,1985,0.6786809483123912,3.7062736,3.5297827682712395,2.0153846153846158,1.8591549295774648,49.93140193140194,2.0449388
1993_04_1,1993,0.6514783827920845,4.1248097,1.632993161855452,1.4545454545454546,0.861538317948742,62.22222222222221,4.589227
1984_02_1,1984,0.7749894448377621,3.5892377,3.3669554331604816,2.847457627118644,1.7818178848485346,24.21307506053269,2.2108552
1971_01_1,1971,0.8402650084787732,4.198234,3.741657386773941,2.333333333333333,2.6315312245195552,26.814814814814813,1.5983711
1999_04_2,1999,0.6385581438744877,3.1829972,2.9421635798528,2.323529411764706,2.406249759375024,49.35574229691877,2.05685
1998_04_2,1998,0.7248771823578412,4.1334105,3.234192325759245,2.631578947368421,2.071429089285844,27.36842105263157,1.4596431
1988_05_1,1988,0.6263627511717587,2.775462,2.065338955232288,2.0793650793650795,2.2988505747126435,47.61904761904761,2.0188155
1989_05_1,1989,0.8212089327976245,3.4527824,3.3153112808436087,2.472972972972973,2.2470452095614784,26.12612612612612,1.6855059
1995_05_4,1995,0.5849382697842485,2.6545112,3.2977292406849648,1.804878048780488,2.293609136672549,35.01108647450111,2.1397748
1958_05_2,1958,0.6831945932501796,3.337955,2.83227361714178,1.8780487804878048,1.5283644180559133,39.05815681080165,1.8618124
2018_04_3,2018,0.7259139866836536,3.4356449,3.636545450000227,2.2222222222222223,3.081435693325284,12.469135802469134,1.3584961
2019_04_3,2019,0.6130463980459835,3.487979,3.7287227832510816,3.9375,3.904674457319629,23.61111111111112,0.8066314
1967_03_1,1967,0.798578987742999,2.556415,3.900100551745492,2.801980198019802,2.136125654450262,13.531353135313529,1.359175
1970_05_1,1970,0.7035940631170394,4.1791916,3.089840559357362,2.6666666666666665,2.240554397935784,55.92592592592591,2.7164152
1966_03_1,1966,0.7634858882972799,3.560324,2.871540821905803,2.4,2.3239572100873485,36.02116402116401,2.4114957
1971_05_1,1971,0.866883935716051,4.552986,3.2274188818448857,1.5106382978723405,1.7817232616503034,70.39513677811551,2.9433587
1971_02b_2,1971,0.7732040897135306,4.3091545,2.7950849718747373,2.2580645161290325,1.9626649002682564,25.80645161290323,2.507052
2002_01_3,2002,0.7176772482530862,3.6103282,3.4048347108610173,3.046875,2.8690592693921926,18.854166666666664,1.5423527
1989_05_5,1989,0.7426436434499339,4.246023,4.148473197174456,2.9545454545454546,1.5773391941857111,44.54545454545455,3.0452154
2013_02_2,2013,0.4119455119849736,3.140936,2.15400404929939,1.125,3.0650941552094872,11.111111111111112,1.1756641
2004_04_2,2004,0.7021978787957224,3.4487972,2.485513584307633,2.590909090909091,2.1641458678732035,29.54545454545453,1.8522359
2012_02_2,2012,0.8627190550058577,3.3703537,4.599826083668816,2.125,3.130298682665971,32.38095238095238,2.047005
2005_04_2,2005,0.8118088309978322,4.0844994,4.115519408288582,2.9565217391304346,2.145527140834988,27.536231884057973,2.4082499
2021_05_3,2021,0.8038019365180338,1.7596265,3.206256211762171,2.2467532467532467,3.295743913044507,44.27128427128426,1.6280155
1961_04_2,1961,0.8256042653788238,3.8978798,4.41006357259005,2.4,1.382187627108041,56.38095238095239,2.5475826
1976_02_2,1976,0.6888867229742557,3.2897112,3.0256998166643165,2.5961538461538463,1.961300579120253,39.72222222222222,2.3767633
1983_01_2,1983,0.8102643982318349,5.27661,3.8416663051337503,2.625,1.625001625001625,85.30626780626778,2.198763
2009_05_4,2009,0.6706134877006622,4.4009643,2.10805735623453,1.351351351351351,2.1261226616836817,25.005445005445004,2.3200054
1960_04_2,1960,0.8598765451896375,3.6226296,2.911471563774352,1.6551724137931034,1.7647058823529411,74.78230581678856,3.4664114
1982_01_2,1982,0.6420324647982233,2.486292,2.2911292753577626,1.761904761904762,2.744791483680568,34.727891156462555,1.5451107
1977_02_2,1977,0.8066481906327625,3.7643535,4.244090357237914,1.42,2.531388127007932,24.53333333333333,1.8627975
1985_04_3,1985,0.6025470057146215,3.3622112,2.1986403080971595,1.7692307692307692,1.2149995747501487,56.053946053946056,2.6571522
1967_01_3,1967,0.6625449084974016,4.055076,3.182380817251324,2.6578947368421053,1.9750692013578977,40.802005012531325,2.4263885
2015_05_1,2015,0.5185980631165757,2.3324077,1.2729744732390136,1.0,2.566677535050538,35.0,1.5545092
2002_03_1,2002,0.6639461643016565,2.2047725,1.738674897099861,1.492537313432836,3.764044515294017,32.93532338308458,1.9221348
2014_05_1,2014,0.5510601423525433,3.2747035,2.2678992577772346,2.4,2.6496129249410973,35.57142857142857,2.296544
2003_03_1,2003,0.6107299722889289,2.0656183,1.726660946651472,0.651685393258427,4.287500744357768,24.79400749063669,1.4817026
1953_01_1,1953,0.8471976981079701,5.9232078,3.794870441354575,3.4347826086956523,1.1120590080928494,56.81159420289856,2.2583857
1952_01_1,1952,0.7076830532077957,4.0899873,6.937497494378941,3.4038461538461537,3.783806872611268,30.76923076923078,0.8186846
2009_03_2,2009,0.6225886694262375,3.7600424,2.028082797794692,1.744186046511628,2.861395824233222,0.0,1.322217
1977_04_4,1977,0.7803714917265236,5.085534,4.862666033512832,3.0,0.7814513003227057,70.0323651259135,3.7914996
2008_03_2,2008,0.7078617686428912,3.2396755,2.066161893529518,1.7719298245614037,2.7210516139969005,36.95906432748538,2.2933748
1958_01_2,1958,0.616899623064925,4.3358183,2.26433864267338,2.0,1.2756561707977148,52.85714285714286,4.0345907
1959_01_2,1959,0.7520255891987953,2.2301667,2.775046715873219,1.36,4.261980070814052,18.0,1.2595719
1988_01_1,1988,0.6977233155946345,3.016498,2.681210340292027,2.254237288135593,3.0081330894339025,35.254237288135606,2.2561717
1989_01_1,1989,0.7718583116103079,2.748371,3.444256556327715,1.1147540983606556,2.451495723770998,53.74707259953164,2.2165003
2018_02_1,2018,0.6283670642605969,3.5813775,2.408125878755902,1.697674418604651,1.50069547248277,38.82613510520489,2.6600463
2019_02_1,2019,0.7868030612653364,1.8193684,2.2077572464143578,1.5221238938053097,3.6020520015807485,25.368731563421832,1.3858476
1988_03_3,1988,0.9558581442427072,4.0251775,4.009908362963558,1.195121951219512,2.425578767638505,26.062717770034844,2.2058964
2015_01_5,2015,0.7351225158613728,2.273475,2.1306337085477645,0.8367346938775511,3.143580366295556,34.013605442176875,2.80925
1989_03_3,1989,0.5923453678843884,2.6986494,1.4544949486180956,0.4827586206896552,1.9444441203704244,56.32183908045975,2.4818237
2012_04_4,2012,0.5436559535148661,2.8778412,1.9749118988730223,1.7297297297297298,1.9680991191428727,30.630630630630627,1.6605548
2013_04_4,2013,0.6835262991826134,1.1732227,0.2539661210627814,0.0666666666666666,4.529759829855018,0.0,0.23459995
2004_02_4,2004,0.8015683090277673,2.988431,4.533450417019089,2.9705882352941178,3.1939016118091668,37.18020541549953,2.1766956
2013_04_5,2013,0.6844726949095992,0.28481734,0.0,0.0,2.509667296203397,0.0,1.1508915
1989_03_2,1989,0.8120729793762711,4.4288244,3.108907544853816,2.117647058823529,1.3611108842592972,80.07851625498684,3.5260613
2015_01_4,2015,0.8631474041645609,3.42171,2.9522119767312707,3.3448275862068964,2.8861243229114004,36.0919540229885,2.5370917
1988_03_2,1988,0.8867229021913443,4.4259624,4.271115105265163,1.96875,2.731663707364317,25.0,2.0847566
1959_03_1,1959,0.7181570604462012,4.0059705,3.774374961334705,2.103448275862069,2.0795139153845787,47.47126436781607,2.4349506
2008_01_1,2008,0.9108697661555012,2.1830926,4.400212569833669,1.2421052631578948,3.226573013424361,23.368421052631568,1.2901162
2009_01_1,2009,0.7374066108641077,3.9296885,6.378675411086537,8.130434782608695,1.7078361245313007,0.0,1.3629497
1998_02_1,1998,0.9274581645410594,3.8750076,3.4381480011780376,2.5365853658536586,1.972728160454945,24.55284552845529,1.5961276
1958_03a_4,1958,0.7571917937080833,5.003146,4.411691030826988,2.16,0.9841812174389796,43.46666666666666,3.3995414
1999_02_1,1999,0.6970052094842571,3.834825,5.0818823291518855,3.03125,2.6230781034620696,41.66666666666665,2.4584756
1958_01_3,1958,0.6066061783441123,2.9047384,1.802429050083356,1.92,2.420579374275782,45.04761904761906,2.5893734
2008_03_3,2008,0.7367893220196692,2.706978,2.2335519526663163,2.0,2.0627754590272693,49.28216062544422,2.414401
2009_03_3,2009,0.8147332885004773,3.722176,2.3055488621054105,1.8863636363636365,2.383308643561457,19.69696969696969,2.1532605
1954_04_1,1954,0.7956181319481375,3.7495315,2.4278333962609544,2.076923076923077,3.348630894312292,42.33618233618234,2.620214
1955_04_1,1955,0.7359757950133641,3.9270742,3.5355339059327378,4.064516129032258,0.8999992800005759,64.08602150537635,0.99699366
1966_01_2,1966,0.7315965219828704,3.880369,3.079025723875009,2.431372549019608,1.5214716013806588,34.5347027699969,2.6027422
1984_04_2,1984,0.6113221424495408,1.6863577,0.4517539514526256,0.4146341463414634,1.873843905233468,24.39024390243903,2.5600076
1967_01_2,1967,0.6408242370179251,4.9603853,2.969874250069267,1.8888888888888888,1.524878201848439,39.25383258716592,2.6908562
1985_04_2,1985,0.9201329378125288,3.9298317,2.723276085689604,2.297872340425532,1.751350738378593,52.00374093991116,2.678422
2020_05_2,2020,0.7284541858939642,3.182428,3.94683956948884,2.4379084967320264,4.072426068242102,21.742919389978223,1.7033266
1977_02_3,1977,0.7247969098219582,4.2609262,3.24037034920393,1.0769230769230769,2.6153859230775764,22.56410256410256,2.5334291
1983_01_3,1983,0.687182476767893,3.0540323,1.882447828111233,1.6923076923076923,2.348865985229622,43.55850032320619,1.7447848
1976_02_3,1976,0.792862452457407,4.709746,2.747912008810192,2.05,1.8340010698339573,21.666666666666668,1.7984449
2021_05_2,2021,0.6577752929750162,3.0279784,3.0367298851003737,2.539325842696629,3.801338759197559,17.977528089887635,1.5090175
1952_03_2,1952,0.9048262275493012,3.8428879,4.295418173350602,3.3380281690140845,1.3161414486698586,27.574334898278565,1.7295995
2005_04_3,2005,0.489624803048508,3.8833423,2.113127095668639,1.5294117647058822,1.7010629966460673,54.77973007384772,2.472196
2012_02_3,2012,0.840893094869737,3.5476966,4.094222288453759,3.0526315789473686,2.43956473577898,27.017543859649123,2.3666866
2004_04_3,2004,0.5777862375431445,5.192679,2.4094720491334933,2.090909090909091,1.273209442970831,38.7878787878788,2.6453874
2013_02_3,2013,0.6996602475293547,2.4287996,3.409178786746157,1.6835443037974684,2.540774803983194,18.33634719710669,1.6004779
1953_03_2,1953,0.8649948678880695,3.967732,3.1830715424640466,3.2857142857142856,1.5800076757102053,47.31972789115646,2.3712225
