Tonality,MIC,Pitch STD,MIS,Onset Density,nPVI,RIC
,,,,,,
,,,,,,
,,,,,,
0.06359793804836333,0.037691849340173667,0.09450628627370394,-0.05272721847710582,-0.04138364168160593,0.0851505584775436,0.0003486284619970137
-0.153529574693694,-0.03888215119973315,-0.08599084693272796,-0.039904167827547576,0.04951498477574176,-0.07702313654390036,0.0013807367485343391
-0.07642881209028124,0.021934303777595976,0.0034602451400643774,-0.008164509992056201,-0.019214586490673258,-0.025322010226680902,-0.05191708292564057
0.12225853788034446,-0.013150915335383595,-0.07158885519303182,-0.1491567056220222,-0.011482226953302033,0.030637848851382876,0.07239506470276891
-0.15908456236411106,-0.07010974165800155,-0.09008180963986945,-0.15279624608220244,0.05802633912494207,-0.03239500514800864,0.02960786612430366
-0.12976489403107083,0.03995861850490745,0.13988858061356058,0.28137521909675756,-0.005676471198249572,0.06630932504730969,0.03793084410798242
0.16837196590811132,0.04555580034197093,-0.051525757855733545,-0.021326417146865673,-0.0325555546973912,0.08738354184140185,0.01536513267924755
0.14278059515960895,-0.03424926720249499,0.046203486561621765,0.010085742318014512,-0.021760967119907687,0.030597873786793017,-0.030066134477500506
0.026090599308640328,0.05717685448303289,0.06207822637168614,0.08129267793808492,-0.002818072480873915,-0.10038428174934255,-0.009006223092091759
-0.004291793125910881,-0.04592535105205586,-0.04694955533928946,0.05132162579495181,0.027350196721320136,-0.06495471433650313,-0.06603883232959384
