ID,Year,Tonality,Pitch STD,MIS,Onset Density,nPVI
1961_02_3,1961,0.6909270423424083,2.959716943498697,1.9545454545454546,1.2665485213532783,72.94372294372295
1993_04_2,1993,0.701330546422571,2.081248957290363,1.574468085106383,2.6803414336183087,31.205673758865256
1984_02_2,1984,0.7321615046513509,2.711776657265286,2.425531914893617,2.2084503361502965,43.64741641337387
1971_01_2,1971,0.6798639492575965,2.5152313787977616,2.260869565217391,1.782455932397685,35.87301587301588
1992_04_2,1992,0.8288330088153361,3.79639694418082,3.515151515151515,1.6738461538461538,52.121212121212125
1970_01_2,1970,0.9066949759641415,3.419631201024521,2.2222222222222223,0.9824561403508771,59.61199294532628
1985_02_2,1985,0.7142623076126736,2.818997261816722,2.84,1.5294117647058822,51.04761904761905
1998_04_1,1998,0.6955815275101243,1.0935790216496992,0.8,2.7640631910157976,2.222222222222222
1999_04_1,1999,0.7434768937907824,3.3154227575415613,2.018181818181818,1.8666664800000188,50.66666666666667
2009_05_3,2009,0.596287386359695,1.6275407487644937,2.0454545454545454,2.793607620998838,28.787878787878775
1989_05_2,1989,0.5584853912201162,2.5917304153689273,2.347826086956522,2.910805170649794,17.681159420289855
2002_01_4,2002,0.5609453646164109,2.7386127875258306,2.1333333333333333,1.435764523908173,0.0
1988_05_2,1988,0.8449982438184581,2.341874249399399,1.8,1.234567901234568,40.66666666666667
1959_05_1,1959,0.6249187120623451,1.723128702590019,1.1428571428571428,1.6514485046863498,42.85714285714287
1958_05_1,1958,0.737302033679383,2.3446032630804807,2.6666666666666665,1.780230884335497,56.93121693121695
2019_04_2,2019,0.650861847841906,2.641274571290676,2.84,2.442803660724496,31.047619047619047
2018_04_2,2018,0.7904763127649415,3.906651602932016,2.2857142857142856,3.119825639540427,10.714285714285714
2008_05_1,2008,0.7944811387474592,2.7807967176720436,2.3278688524590163,1.8240393688006766,45.437847270055585
2009_05_1,2009,0.7010693634321833,1.6983802040113785,1.0,2.2858013561365116,32.22222222222222
1998_04_3,1998,0.5697189943998724,2.2744037806704287,2.3684210526315788,1.6632357099265744,45.91478696741854
1999_04_3,1999,0.6141259343726007,1.8923262049746077,1.2465753424657535,2.806896271034511,28.31050228310502
2015_05_4,2015,0.8291209598694418,4.203505784580216,1.2857142857142858,3.358600583090379,16.277056277056282
2002_03_4,2002,0.6649347379395015,1.4705267694237454,1.4492753623188406,3.9073990249769532,24.927536231884044
2014_05_4,2014,0.7126877951749798,1.663780661615406,1.8656716417910448,4.3211756139537965,19.30348258706468
1995_01_1,1995,0.8181660874733468,2.1505813167606567,1.6031746031746033,2.7124031521091316,47.19576719576718
1960_02_1,1960,0.8089831732687912,3.4820347459814673,2.4680851063829787,1.3570675878535694,75.30898164116356
1977_04_1,1977,0.710235859979641,3.755777861766957,2.6666666666666665,0.8580641729033631,77.21187950798635
1961_02_1,1961,0.7125448919492884,4.853406592853679,2.9130434782608696,0.7261189082831712,80.39337474120083
1994_01_1,1994,0.7173131138797697,4.594189369597081,2.1707317073170733,2.829165299236772,40.97560975609756
1976_04_1,1976,0.9815043467950669,3.3289947484758535,2.8333333333333335,1.8528738102682318,51.18518518518517
2014_03_2,2014,0.8584544559581953,4.077683165720456,2.526315789473684,1.452137157676306,50.526315789473685
2003_05_2,2003,0.4726393395571903,2.2003858101461624,1.9827586206896552,3.139657487802174,21.609195402298838
2015_03_2,2015,0.7141059907548976,1.3672508913875319,0.9230769230769231,3.6786894668774246,8.547008547008545
2002_05_2,2002,0.731806383657011,2.0765776696040104,2.2,1.811282348475681,46.88888888888887
1966_05_2,1966,0.5685372855992397,2.158277847105447,2.2222222222222223,1.5849202620159752,84.51770451770452
2018_02_4,2018,0.7766005165796344,2.410834493111125,1.9310344827586208,1.9919148977537044,40.91954022988503
1967_05_2,1967,0.7131365042342155,3.1545238005384055,1.9411764705882353,1.696969696969697,61.47525676937442
1970_03_2,1970,0.8376554608344942,3.4552202119116475,2.1904761904761907,2.507716024318266,35.94104308390021
2019_02_4,2019,0.8056588497480077,3.2768204212317453,1.9142857142857144,3.330942492996206,26.095238095238095
2020_01_2,2020,0.6211072229734252,2.22777085064038,2.576923076923077,2.571609017253441,24.358974358974354
1982_05_3,1982,0.8212970499656909,2.461421083439402,1.8666666666666667,3.799998480000608,35.682539682539684
1997_01a_2,1997,0.827186014230899,4.144871879111417,2.3289473684210527,1.466667253333568,52.196969696969695
1994_03_3,1994,0.6734627312162728,2.3427323922566132,2.090909090909091,1.8091722180501255,14.47746697746698
2021_01_2,2021,0.7842268328821256,3.0294413334638794,3.24,3.7239718404087143,16.0
2012_04_1,2012,0.6921142260885113,4.024922359499621,2.1025641025641026,2.227423316249517,31.965811965811962
2005_02_1,2005,0.6853250093774157,1.6091080598760423,1.0416666666666667,3.879458087246288,26.851851851851833
2013_04_1,2013,0.673860377907801,0.5128116404165498,0.24,3.909996481003167,0.0
2004_02_1,2004,0.9216520076669183,4.2433675603323415,2.226086956521739,3.3869643237324736,28.654244306418224
2015_01_1,2015,0.5664621610026684,1.7320508075688772,1.1538461538461537,2.8162553914442716,54.70085470085473
2014_01_1,2014,0.7505181266951585,3.4825845376283966,1.4772727272727273,2.0708250943735393,34.999999999999986
1953_05_1,1953,0.9113889127016791,3.6721077053920954,3.260869565217391,1.3111279258588617,71.09354413702238
1952_05_1,1952,0.5274798830826029,1.889822365046136,1.3076923076923077,1.042951926434641,86.08058608058609
2021_01_3,2021,0.669511055535204,2.0999436453413383,1.4,2.2332961532233226,37.866666666666674
2008_01_4,2008,0.6169476415010545,2.3273976981494746,1.8076923076923077,3.3198505573223827,30.256410256410238
1994_03_2,1994,0.7940162424900605,3.73369902146781,2.380952380952381,1.9165836034360415,47.93650793650793
1983_05_2,1983,0.7645648777751929,2.7542189477051977,1.7380952380952381,2.0434172708558505,52.41980241980242
1995_03_2,1995,0.7837842447797804,2.508118306509158,1.98,2.1806906364832,28.933333333333326
2009_01_4,2009,0.674321003036465,2.0272492123561494,2.730769230769231,1.831107145746859,30.000000000000004
1982_05_2,1982,0.8757762213765372,3.5540521918295633,1.8431372549019607,2.7830974783103044,37.59103641456583
2020_01_3,2020,0.7485515443116612,2.7794399004565182,2.966666666666667,2.4594341660043395,37.999999999999986
2019_02_5,2019,0.6100914403447534,1.6363068171953572,1.1282051282051282,3.438804250747128,13.33333333333333
1970_03_3,1970,0.852151029120305,3.461907993338724,2.3214285714285716,2.3187885496677954,44.717326324469184
1967_05_3,1967,0.6934911340772064,2.528746294733667,1.4,2.24,38.666666666666664
2002_05_3,2002,0.705278436532677,1.9219161830695952,1.5,1.9583779331881777,47.272727272727266
2015_03_3,2015,0.859220654990386,3.365841483030491,2.2758620689655173,2.112443613158763,53.33333333333334
1954_02_2,1954,0.7850621785782488,3.7393533630409577,3.0172413793103448,1.477524103677115,74.0055729710902
2003_05_3,2003,0.6347811952634853,2.3899564104204547,1.2461538461538462,2.330013172115339,42.24175824175826
2014_03_3,2014,0.6519996791190702,2.1405802516882484,1.76,1.6370426840764067,67.12380952380953
1958_03a_1,1958,0.8321027255341649,5.289265673129565,3.6666666666666665,0.764035418801313,47.40740740740741
1999_02_4,1999,0.8726627951888004,4.961998445327101,2.3043478260869565,2.9324337520276207,40.46928916494132
2008_03_6,2008,0.7672441284508178,3.3966439440489826,1.8604651162790697,1.9563999357752067,36.85492801771871
2020_03_1,2020,0.6737663937127345,2.947240147968251,2.045045045045045,3.3224067571924887,32.568152568152584
1992_04_1,1992,0.8930735359392031,4.028365904941544,3.1875,1.6,59.374999999999986
1970_01_1,1970,0.8485181226510519,4.438638548367126,2.6578947368421053,0.8421052631578947,83.93440312204616
1985_02_1,1985,0.6786809483123912,3.5297827682712395,2.0153846153846153,1.8591549295774648,49.93140193140194
1993_04_1,1993,0.6514783827920845,1.632993161855452,1.4545454545454546,0.861538317948742,62.222222222222214
1984_02_1,1984,0.7749894448377621,3.3669554331604816,2.847457627118644,1.7818178848485346,24.213075060532695
1971_01_1,1971,0.8402650084787732,3.7416573867739413,2.3333333333333335,2.6315312245195552,26.814814814814813
1999_04_2,1999,0.6385581438744877,2.9421635798528,2.323529411764706,2.406249759375024,49.35574229691877
1998_04_2,1998,0.7248771823578412,3.2341923257592455,2.6315789473684212,2.071429089285844,27.368421052631575
1988_05_1,1988,0.6263627511717587,2.065338955232288,2.0793650793650795,2.2988505747126435,47.61904761904761
1989_05_1,1989,0.8212089327976245,3.3153112808436087,2.472972972972973,2.2470452095614784,26.12612612612612
1995_05_4,1995,0.5849382697842485,3.2977292406849648,1.8048780487804879,2.293609136672549,35.01108647450111
1958_05_2,1958,0.6831945932501796,2.8322736171417797,1.8780487804878048,1.5283644180559133,39.05815681080165
2018_04_3,2018,0.7259139866836536,3.636545450000227,2.2222222222222223,3.0814356933252838,12.469135802469134
2019_04_3,2019,0.6130463980459835,3.7287227832510816,3.9375,3.9046744573196284,23.611111111111118
1967_03_1,1967,0.798578987742999,3.900100551745492,2.801980198019802,2.136125654450262,13.531353135313529
1970_05_1,1970,0.7035940631170394,3.089840559357362,2.6666666666666665,2.2405543979357834,55.92592592592591
1966_03_1,1966,0.7634858882972799,2.871540821905803,2.4,2.3239572100873485,36.02116402116401
1971_05_1,1971,0.866883935716051,3.2274188818448857,1.5106382978723405,1.7817232616503034,70.39513677811551
1971_02b_2,1971,0.7732040897135306,2.7950849718747373,2.2580645161290325,1.9626649002682564,25.80645161290323
2002_01_3,2002,0.7176772482530862,3.4048347108610173,3.046875,2.8690592693921926,18.854166666666664
1989_05_5,1989,0.7426436434499339,4.148473197174456,2.9545454545454546,1.5773391941857113,44.54545454545455
2013_02_2,2013,0.4119455119849736,2.15400404929939,1.125,3.0650941552094872,11.111111111111112
2004_04_2,2004,0.7021978787957224,2.485513584307633,2.590909090909091,2.1641458678732035,29.54545454545453
2012_02_2,2012,0.8627190550058577,4.599826083668816,2.125,3.130298682665971,32.38095238095238
2005_04_2,2005,0.8118088309978322,4.115519408288582,2.9565217391304346,2.1455271408349876,27.536231884057973
2021_05_3,2021,0.8038019365180338,3.206256211762171,2.2467532467532467,3.295743913044507,44.27128427128426
1961_04_2,1961,0.8256042653788238,4.41006357259005,2.4,1.3821876271080413,56.38095238095239
1976_02_2,1976,0.6888867229742557,3.0256998166643165,2.5961538461538463,1.9613005791202531,39.72222222222222
1983_01_2,1983,0.8102643982318349,3.8416663051337503,2.625,1.625001625001625,85.30626780626778
2009_05_4,2009,0.6706134877006622,2.10805735623453,1.3513513513513513,2.1261226616836817,25.005445005445004
1960_04_2,1960,0.8598765451896375,2.911471563774352,1.6551724137931034,1.7647058823529411,74.78230581678856
1982_01_2,1982,0.6420324647982233,2.2911292753577626,1.7619047619047619,2.744791483680568,34.727891156462555
1977_02_2,1977,0.8066481906327625,4.244090357237914,1.42,2.531388127007932,24.533333333333335
1985_04_3,1985,0.6025470057146215,2.1986403080971595,1.7692307692307692,1.2149995747501487,56.053946053946056
1967_01_3,1967,0.6625449084974016,3.182380817251324,2.6578947368421053,1.9750692013578979,40.802005012531325
2015_05_1,2015,0.5185980631165757,1.2729744732390136,1.0,2.566677535050538,35.0
2002_03_1,2002,0.6639461643016565,1.738674897099861,1.492537313432836,3.764044515294017,32.93532338308458
2014_05_1,2014,0.5510601423525433,2.2678992577772346,2.4,2.6496129249410973,35.57142857142857
2003_03_1,2003,0.6107299722889289,1.726660946651472,0.651685393258427,4.287500744357768,24.79400749063669
1953_01_1,1953,0.8471976981079701,3.794870441354575,3.4347826086956523,1.1120590080928494,56.811594202898554
1952_01_1,1952,0.7076830532077957,6.937497494378941,3.4038461538461537,3.783806872611268,30.76923076923078
2009_03_2,2009,0.6225886694262375,2.0280827977946916,1.744186046511628,2.861395824233222,0.0
1977_04_4,1977,0.7803714917265236,4.862666033512832,3.0,0.7814513003227057,70.0323651259135
2008_03_2,2008,0.7078617686428912,2.066161893529518,1.7719298245614035,2.7210516139969005,36.95906432748538
1958_01_2,1958,0.616899623064925,2.26433864267338,2.0,1.2756561707977148,52.85714285714286
1959_01_2,1959,0.7520255891987953,2.775046715873219,1.36,4.261980070814052,18.0
1988_01_1,1988,0.6977233155946345,2.681210340292027,2.2542372881355934,3.0081330894339025,35.254237288135606
1989_01_1,1989,0.7718583116103079,3.444256556327715,1.1147540983606556,2.451495723770998,53.74707259953164
2018_02_1,2018,0.6283670642605969,2.408125878755902,1.697674418604651,1.5006954724827701,38.82613510520489
2019_02_1,2019,0.7868030612653364,2.2077572464143578,1.5221238938053097,3.6020520015807485,25.368731563421832
1988_03_3,1988,0.9558581442427071,4.009908362963558,1.1951219512195121,2.4255787676385054,26.062717770034844
2015_01_5,2015,0.7351225158613728,2.1306337085477645,0.8367346938775511,3.143580366295556,34.013605442176875
1989_03_3,1989,0.5923453678843884,1.4544949486180956,0.4827586206896552,1.9444441203704244,56.32183908045975
2012_04_4,2012,0.5436559535148661,1.9749118988730225,1.7297297297297298,1.9680991191428732,30.630630630630627
2013_04_4,2013,0.6835262991826134,0.25396612106278144,0.06666666666666667,4.529759829855018,0.0
2004_02_4,2004,0.8015683090277673,4.533450417019089,2.9705882352941178,3.1939016118091668,37.18020541549953
2013_04_5,2013,0.6844726949095992,0.0,0.0,2.509667296203397,0.0
1989_03_2,1989,0.8120729793762711,3.1089075448538157,2.1176470588235294,1.3611108842592972,80.07851625498684
2015_01_4,2015,0.8631474041645609,2.9522119767312707,3.3448275862068964,2.8861243229114004,36.0919540229885
1988_03_2,1988,0.8867229021913443,4.271115105265163,1.96875,2.731663707364317,25.0
1959_03_1,1959,0.7181570604462012,3.774374961334705,2.103448275862069,2.0795139153845787,47.47126436781607
2008_01_1,2008,0.9108697661555012,4.400212569833669,1.2421052631578948,3.226573013424361,23.368421052631568
2009_01_1,2009,0.7374066108641077,6.378675411086537,8.130434782608695,1.7078361245313007,0.0
1998_02_1,1998,0.9274581645410594,3.4381480011780376,2.5365853658536586,1.972728160454945,24.55284552845529
1958_03a_4,1958,0.7571917937080833,4.411691030826988,2.16,0.9841812174389795,43.46666666666666
1999_02_1,1999,0.6970052094842571,5.0818823291518855,3.03125,2.6230781034620696,41.66666666666665
1958_01_3,1958,0.6066061783441123,1.8024290500833562,1.92,2.420579374275782,45.04761904761906
2008_03_3,2008,0.7367893220196692,2.2335519526663163,2.0,2.0627754590272693,49.28216062544422
2009_03_3,2009,0.8147332885004773,2.3055488621054105,1.8863636363636365,2.3833086435614566,19.696969696969692
1954_04_1,1954,0.7956181319481375,2.4278333962609544,2.076923076923077,3.348630894312292,42.33618233618234
1955_04_1,1955,0.7359757950133641,3.5355339059327378,4.064516129032258,0.8999992800005759,64.08602150537635
1966_01_2,1966,0.7315965219828704,3.079025723875009,2.4313725490196076,1.5214716013806588,34.5347027699969
1984_04_2,1984,0.6113221424495408,0.45175395145262565,0.4146341463414634,1.8738439052334677,24.39024390243903
1967_01_2,1967,0.6408242370179251,2.969874250069267,1.8888888888888888,1.524878201848439,39.253832587165924
1985_04_2,1985,0.9201329378125287,2.7232760856896037,2.297872340425532,1.751350738378593,52.00374093991116
2020_05_2,2020,0.7284541858939642,3.9468395694888394,2.4379084967320264,4.072426068242102,21.742919389978223
1977_02_3,1977,0.7247969098219582,3.24037034920393,1.0769230769230769,2.6153859230775764,22.564102564102562
1983_01_3,1983,0.687182476767893,1.882447828111233,1.6923076923076923,2.348865985229622,43.55850032320619
1976_02_3,1976,0.792862452457407,2.747912008810192,2.05,1.8340010698339575,21.666666666666668
2021_05_2,2021,0.6577752929750162,3.0367298851003737,2.539325842696629,3.801338759197559,17.977528089887635
1952_03_2,1952,0.9048262275493012,4.295418173350602,3.3380281690140845,1.3161414486698586,27.574334898278565
2005_04_3,2005,0.489624803048508,2.113127095668639,1.5294117647058822,1.7010629966460673,54.77973007384772
2012_02_3,2012,0.840893094869737,4.094222288453759,3.0526315789473686,2.43956473577898,27.017543859649123
2004_04_3,2004,0.5777862375431445,2.4094720491334933,2.090909090909091,1.273209442970831,38.787878787878796
2013_02_3,2013,0.6996602475293547,3.409178786746157,1.6835443037974684,2.540774803983194,18.33634719710669
1953_03_2,1953,0.8649948678880695,3.1830715424640466,3.2857142857142856,1.5800076757102053,47.31972789115646
2003_01_2,2003,0.8188435326328773,3.3284230500343557,4.083333333333333,2.9416556626907178,16.11111111111111
1989_05_4,1989,0.7507572866973184,3.2291878732875947,2.6136363636363638,2.617768596269528,22.72727272727272
2002_01_2,2002,0.6190107106785798,1.9921993202207178,1.8484848484848484,2.032850789537535,12.12121212121212
1995_05_1,1995,0.7885082010412473,6.022630963131238,2.0714285714285716,1.7804102207203933,54.4047619047619
1982_03_1,1982,0.6327326726081981,2.805836027996832,2.0294117647058822,2.3520234632338552,50.58392587804354
1994_05_1,1994,0.6509287289623856,2.69527492882864,2.2115384615384617,1.564094681832155,69.27905427905428
1983_03_1,1983,0.7672323652384234,2.2545155215004375,1.68,1.7911109917037116,77.23982683982685
1995_05_3,1995,0.7796495171720959,3.333273928333804,2.303030303030303,2.0902301315225595,43.293978748524204
1994_05_3,1994,0.8170304012447912,4.1324931941867735,3.2051282051282053,1.2579440476970452,56.78373913668031
1971_02b_1,1971,0.8084188306436482,3.314585822985131,2.238095238095238,1.5215370921550786,44.44444444444445
1966_03_2,1966,0.6074949349527663,2.3344048456468514,2.1621621621621623,2.118389780709307,26.970926970926968
2018_04_4,2018,0.8915799049815808,3.37263711692334,2.189189189189189,3.0879288883071165,13.93393393393394
1971_05_2,1971,0.7630674388364037,3.1866327098807075,1.208955223880597,1.2633707846926174,64.57560681441277
1970_05_2,1970,0.5757882989342529,1.3942300925673667,1.6296296296296295,1.8005890401971374,19.753086419753085
2012_02_1,2012,0.691162063678818,1.4180881273390114,0.8301886792452831,3.377858864924741,6.918238993710692
2005_04_1,2005,0.8438703811682682,2.5222212432695117,2.375,2.190087376355617,35.00000000000001
2013_02_1,2013,0.8245056999109308,5.181944807200972,1.4666666666666666,2.879686990544506,30.814814814814813
2004_04_1,2004,0.4738611615934262,1.118033988749895,0.46808510638297873,2.626538768809868,52.016210739615
1960_04_1,1960,0.8227710546999356,3.0807461829572116,2.816666666666667,1.876923076923077,26.222222222222214
1982_01_1,1982,0.7811778834596002,3.6727337291480375,2.590909090909091,2.1357432287579194,52.30880230880231
1977_02_1,1977,0.6681359035819648,2.6023625437912847,1.320754716981132,2.680293310949575,30.81761006289308
1961_04_1,1961,0.7511515644937762,2.9296250977916247,1.8888888888888888,1.549304806724899,23.449735449735446
1976_02_1,1976,0.8318819079181499,2.06446481005131,1.6730769230769231,1.780257448739922,27.82051282051282
1983_01_1,1983,0.8255269343254777,2.4088314876309775,1.8846153846153846,1.9029915609633943,54.10256410256409
2014_05_2,2014,0.5869802408465993,2.2260083020422448,2.0,3.226890756302521,40.68504594820384
2003_03_2,2003,0.9205904582999712,2.861601899653193,1.348314606741573,3.45141651886295,48.614232209737864
1954_04_3,1954,0.6548117718736282,0.8012773892638271,0.46511627906976744,3.345277122600027,10.852713178294573
2015_05_2,2015,0.7929857934838022,3.1828912439211936,1.5614035087719298,4.007196833393307,24.795321637426902
2002_03_2,2002,0.6519150679449355,1.8547236990991407,1.6734693877551021,2.7909993035549667,25.850340136054413
1952_01_2,1952,0.6219371762685959,5.026639326123528,4.925,1.3183364328071543,61.73426573426575
1953_01_2,1953,0.5876046731386615,2.431683765932569,1.7419354838709677,1.4827453441237992,34.83870967741935
2008_03_1,2008,0.578214236296179,2.321857103304005,1.9411764705882353,1.6700899595736163,62.83846872082165
2009_03_1,2009,0.8512283446479395,3.717294735615298,2.3333333333333335,2.796364100955194,6.349206349206349
1959_01_1,1959,0.771881727511102,3.9604093537988048,2.30188679245283,4.577151706302823,7.547169811320755
1958_01_1,1958,0.5356443165754802,4.997290074958473,0.9811320754716981,2.4850794563888687,44.77987421383647
1989_01_2,1989,0.6979889713789186,2.5792137852454187,1.5106382978723405,2.255739058361468,35.08274231678487
2015_03_4,2015,0.8035973679051901,4.267963238370456,2.764705882352941,1.416914415839079,41.241830065359466
2014_03_4,2014,0.8022751458928835,2.9778798825744,1.619047619047619,1.363922884311592,52.06349206349207
1988_01_2,1988,0.7429124143613213,2.7051263063549054,2.4680851063829787,2.3125023125023123,36.47416413373861
1999_02_3,1999,0.6735670739098856,1.8520909944877637,1.643835616438356,3.52923235738533,21.91780821917808
2008_01_3,2008,0.6727571908414818,0.40945069599278927,0.16216216216216217,3.7344274038618086,5.885885885885887
2021_01_4,2021,0.7119856832815252,2.598136821029857,1.6612903225806452,3.866241470589954,33.33333333333332
2020_01_4,2020,0.6043775724087114,2.6567219924471503,2.6666666666666665,2.1257883614629804,70.64814814814815
2009_01_3,2009,0.7263091187000138,2.0091752249129824,1.564516129032258,3.601784702328928,16.129032258064516
1959_03_3,1959,0.6605920914644265,4.2260353760942415,1.6521739130434783,1.5636406636481885,51.014492753623195
2019_02_2,2019,0.9130519019478225,3.674956615043092,2.2058823529411766,3.286811973393283,55.686274509803916
2018_02_2,2018,0.6942728643769517,2.613520096911367,2.2083333333333335,1.5858279136680544,27.916666666666668
1988_03_1,1988,0.7280223462523994,5.851495535331117,3.1379310344827585,2.3100750167985766,41.05090311986863
1989_03_1,1989,0.8488623348057828,2.6721491087465536,0.9841269841269841,2.3333329444445092,39.56160241874528
